1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 11922 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 531 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 475 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 643 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 463 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 606 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 503 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 548 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 457 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 450 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 494 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 498 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 412 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 1302 
1538003674 : exit | Action logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.bind(String, Action, String) | 634 
1538003674 : exit | mxGraphComponent logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.getGraphComponent() | 1 
1538003674 : exit | void logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.EditorToolBar.3.invoke(Object, mxEventObject) | 4047 
1538003674 : exit | void logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.updateTitle() | 12 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.insertPalette(String) | 4283 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.insertPalette(String) | 1103 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.insertPalette(String) | 2000 
1538003674 : exit | Document logicInterpreter.Tools.DiagFileUtils.getDocument(Object) | 13482 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.BasicGraphEditor.insertPalette(String) | 1039 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.PathPaletteGroup.getPalette() | 2 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.PathPaletteGroup.getPalette() | 0 
1538003674 : exit | String logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.PathPaletteGroup.getPath() | 1 
1538003674 : exit | Document logicInterpreter.Tools.DiagFileUtils.getDocument(Object) | 1052 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setName(String) | 23 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setType(String) | 2 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setDefault(boolean) | 1 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setFile(File) | 1 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 10 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 2 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addOutput(String, String) | 8 
1538003674 : exit | BlockBean logicInterpreter.Tools.DiagFileUtils.parseXMLBlock(Object, String) | 233 
1538003674 : exit | BlockBean logicInterpreter.Tools.DiagFileUtils.readTemplateBlockFile(String) | 1377 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.getName() | 1 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getInputList() | 1 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 2 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 2 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getOutputList() | 1 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.BlockOutputBean.getFormula() | 2 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.getType() | 1 
1538003674 : exit | CircuitSchemaBean logicInterpreter.LogicElementsModels.BlockBean.getDiagram() | 4 
1538003674 : exit | boolean logicInterpreter.LogicElementsModels.BlockBean.isDefault() | 1 
1538003674 : exit | File logicInterpreter.LogicElementsModels.BlockBean.getFile() | 1 
1538003674 : exit | Rectangle logicInterpreter.LogicElementsModels.BlockBean.getBaseCellRect() | 1 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setTemplateBlock(BlockBean) | 1 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getInputList() | 0 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getOutputList() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 13 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setBaseCellRect(Rectangle) | 2 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.toString() | 1 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 1 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 3 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockOutputBean logicInterpreter.LogicElementsModels.BlockBean.getOutput(int) | 2 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.PathPaletteGroup.getPalette() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.getName() | 0 
1538003674 : exit | void logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.EditorPalette.addTemplate(String, ImageIcon, mxCell) | 2000 
1538003674 : exit | void logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.addBlockToPalette(BlockBean, DigitalCircuitEditor.PathPaletteGroup) | 2301 
1538003674 : exit | Document logicInterpreter.Tools.DiagFileUtils.getDocument(Object) | 959 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setName(String) | 20 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setType(String) | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setDefault(boolean) | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setFile(File) | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 3 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 2 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 1 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addOutput(String, String) | 3 
1538003674 : exit | BlockBean logicInterpreter.Tools.DiagFileUtils.parseXMLBlock(Object, String) | 154 
1538003674 : exit | BlockBean logicInterpreter.Tools.DiagFileUtils.readTemplateBlockFile(String) | 974 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.getName() | 0 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getInputList() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getOutputList() | 1 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.Node.getName() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.BlockOutputBean.getFormula() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.getType() | 0 
1538003674 : exit | CircuitSchemaBean logicInterpreter.LogicElementsModels.BlockBean.getDiagram() | 0 
1538003674 : exit | boolean logicInterpreter.LogicElementsModels.BlockBean.isDefault() | 0 
1538003674 : exit | File logicInterpreter.LogicElementsModels.BlockBean.getFile() | 0 
1538003674 : exit | Rectangle logicInterpreter.LogicElementsModels.BlockBean.getBaseCellRect() | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setTemplateBlock(BlockBean) | 0 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getInputList() | 0 
1538003674 : exit | List logicInterpreter.LogicElementsModels.BlockBean.getOutputList() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setBaseCellRect(Rectangle) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.toString() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 1 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockInputBean logicInterpreter.LogicElementsModels.BlockBean.getInput(int) | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.Nodes.InputBean.getPosition() | 0 
1538003674 : exit | BlockOutputBean logicInterpreter.LogicElementsModels.BlockBean.getOutput(int) | 0 
1538003674 : exit | EditorPalette logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.PathPaletteGroup.getPalette() | 0 
1538003674 : exit | String logicInterpreter.LogicElementsModels.BlockBean.getName() | 0 
1538003674 : exit | void logicInterpreter.DiagramEditor.com.mxgraph.swing.editor.EditorPalette.addTemplate(String, ImageIcon, mxCell) | 128 
1538003674 : exit | void logicInterpreter.DiagramEditor.editor.DigitalCircuitEditor.addBlockToPalette(BlockBean, DigitalCircuitEditor.PathPaletteGroup) | 279 
1538003674 : exit | Document logicInterpreter.Tools.DiagFileUtils.getDocument(Object) | 950 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setName(String) | 13 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setType(String) | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.setFile(File) | 0 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 3 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addInput(String, String) | 2 
1538003674 : exit | void logicInterpreter.LogicElementsModels.BlockBean.addOutput(String, String) | 2 
